N,p,workload,comparison,metric,comparison_mean,GRR_mean,diff_mean,ci95_low,ci95_high,paired_t_p,wilcoxon_p,paired_t_p_holm,wilcoxon_p_holm
1001,0.4,hotspot,AgeMIS,jain,0.9651933183841089,0.955591271587454,0.009602046796654587,0.00956097697692816,0.009643116616381014,1.8746298779365852e-25,0.00048828125,2.174570658406439e-23,0.0703125
1001,0.4,hotspot,GuardedFill,throughput,316.1071944444444,303.3301111111111,12.777083333333337,12.748037549257635,12.80612911740904,1.7922460849772554e-28,0.00048828125,2.2761525279211142e-26,0.0703125
1001,0.4,hotspot,GuardedFill,mean_wait,0.5154897246849286,0.6615238676356426,-0.14603414295071412,-0.1463311062818073,-0.14573717961962096,5.259812705145463e-29,0.00048828125,6.890354643740557e-27,0.0703125
1001,0.4,hotspot,GuardedFill,max_wait,2.0,2.0,0.0,0.0,0.0,,1.0,1.0,1.0
1001,0.4,hotspot,GuardedFill,jain,0.96384175716857,0.955591271587454,0.008250485581115916,0.008222974667083225,0.008277996495148607,1.2119461116170438e-26,0.00048828125,1.4543353339404525e-24,0.0703125
1001,0.4,hotspot,RotatingGreedy,throughput,318.6621111111111,303.3301111111111,15.332000000000003,15.27044405004213,15.393555949957875,9.344609635238767e-26,0.00048828125,1.1026639369581745e-23,0.0703125
1001,0.4,hotspot,RotatingGreedy,mean_wait,0.4869119884048237,0.6615238676356426,-0.1746118792308189,-0.1749762454739619,-0.17424751298767588,6.987863219666053e-29,0.00048828125,9.014343553369208e-27,0.0703125
1001,0.4,hotspot,RotatingGreedy,max_wait,15.583333333333334,2.0,13.583333333333334,11.776900844532834,15.389765822133834,4.030831285859808e-09,0.00048828125,1.6929491400611194e-07,0.0703125
1001,0.4,hotspot,RotatingGreedy,jain,0.9628402796018404,0.955591271587454,0.007249008014386086,0.007125225397417411,0.007372790631354762,7.673453822071829e-19,0.00048828125,5.448152213670999e-17,0.0703125
1001,0.4,uniform,AgeMIS,throughput,336.62763888888884,320.1645,16.463138888888892,16.388188250831483,16.5380895269463,3.7242961863975547e-25,0.00048828125,4.208454690629237e-23,0.0703125
1001,0.4,uniform,AgeMIS,mean_wait,0.47391931361260525,0.6267168120991403,-0.152797498486535,-0.15315462022749687,-0.15244037674557315,2.4318205213969675e-28,0.00048828125,3.0397756517462094e-26,0.0703125
1001,0.4,uniform,AgeMIS,max_wait,5.25,2.0,3.25,2.9626432469034785,3.5373567530965215,5.050993753959983e-11,0.00048828125,2.4749869394403916e-09,0.0703125
